"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
prod-cropped-gola-alta-em-renda-sem-bojo-duhellen-branco-6003;;;Cor;Branco;Tamanho;"M (44)";;;109.00;54.00;0.10;8.00;15.00;25.00;5;6003BCOM;;;;;;;;;;6003BCOM;Feminino;Adulto;30.00
prod-cropped-gola-alta-em-renda-sem-bojo-duhellen-branco-6003;;;Cor;Branco;Tamanho;"G (46)";;;109.00;54.00;0.10;8.00;15.00;25.00;4;6003BCOG;;;;;;;;;;6003BCOG;Feminino;Adulto;30.00
prod-cropped-decote-v-em-renda-sem-bojo-duhellen-off-white-6002;"Cropped Decote V Em Renda Sem Bojo Duhellen Branco 6002";"OUTLET > Croppeds";Tamanho;"P (42)";;;;;99.00;49.00;0.10;8.00;16.00;25.00;4;6002BCOP;;SIM;NÃO;;"Cropped Decote V Em Renda Sem Bojo Duhellen Branco 6002";"Cropped Decote V Em Renda Sem Bojo Duhellen Branco 6002";;"Duhellen Lingerie";SIM;6002BCOP;Feminino;Adulto;30.00
prod-cropped-decote-v-em-renda-sem-bojo-duhellen-preto-6002;"Cropped Decote V Em Renda Sem Bojo Duhellen Preto 6002";"OUTLET > Croppeds, DUHSALE";Tamanho;"P (42)";;;;;99.00;49.00;0.10;8.00;16.00;25.00;2;6002PTOP;;SIM;NÃO;;"Cropped Decote V Em Renda Sem Bojo Duhellen Preto 6002";"Cropped Decote V Em Renda Sem Bojo Duhellen Preto 6002";;"Duhellen Lingerie";SIM;6002PTOP;Feminino;Adulto;30.00
calcinha-microfibra-dupla-cos-alto-reforcado-preto-1609;"Calcinha Microfibra Dupla Cós Alto Reforçado Preto 1609";"Calcinhas > Básicas, Calcinhas > Cós Alto, Coleções > Basic, #DuhLovers > Consultora Dai, #DuhLovers > Dra. Marianna Mármora, #DuhLovers > Gabi Camargo, #DuhLovers > Giulia Schwanke, #DuhLovers > Kamila Smaili, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Pamela Otero, #DuhLovers > Roberta Frias, #DuhLovers > Sophia Marins, #DuhLovers > Todas na Modinha";Cor;Preto;Tamanho;P;;;79.00;57.00;0.05;5.00;15.00;15.00;11;1609PTOP;7,90E+12;SIM;NÃO;;"Calcinha Microfibra Dupla Cos Alto Reforcado Preto 1609";"Calcinha Microfibra Dupla Cós Alto Reforçado Preto 1609";;"Duemes Moda Íntima";SIM;1609PTOP;Feminino;Adulto;16.00
calcinha-microfibra-dupla-cos-alto-reforcado-preto-1609;;;Cor;Preto;Tamanho;M;;;79.00;57.00;0.05;5.00;15.00;15.00;4;1609PTOM;7,90E+12;;;;;;;;;1609PTOM;Feminino;Adulto;16.00
calcinha-microfibra-dupla-cos-alto-reforcado-preto-1609;;;Cor;Preto;Tamanho;G;;;79.00;57.00;0.05;5.00;15.00;15.00;10;1609PTOG;7,90E+12;;;;;;;;;1609PTOG;Feminino;Adulto;16.00
calcinha-microfibra-dupla-cos-alto-reforcado-preto-1609;;;Cor;Preto;Tamanho;GG;;;79.00;57.00;0.05;5.00;15.00;15.00;2;1609PTOGG;7,90E+12;;;;;;;;;1609PTOGG;Feminino;Adulto;16.00
prod-sutia-basico-alcas-reforcadas-duhellen-bege-5239;"Sutiã Básico Alças Reforçadas Duhellen Bege 5239";"Sutiãs > Básicos, Coleções > Basic, #DuhLovers > Amanda Tayar, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Lima, #DuhLovers > Lara Cunha, #DuhLovers > Vittoria Dutra";Cor;Bege;Tamanho;"P (42)";;;137.00;127.00;0.10;8.00;16.00;35.00;26;5239BEGP;7,90E+12;SIM;NÃO;;"Sutia Basico Alcas Reforcadas Duhellen Bege 5239";"Sutiã Básico Alças Reforçadas Duhellen Bege 5239";;"Duhellen Lingerie";SIM;5239BEGP;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-bege-5239;;;Cor;Bege;Tamanho;"M (44)";;;137.00;127.00;0.10;8.00;16.00;35.00;29;5239BEGM;7,90E+12;;;;;;;;;5239BEGM;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-bege-5239;;;Cor;Bege;Tamanho;"G (46)";;;137.00;127.00;0.10;8.00;16.00;35.00;46;5239BEGG;7,90E+12;;;;;;;;;5239BEGG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-bege-5239;;;Cor;Bege;Tamanho;"GG (48)";;;137.00;127.00;0.10;8.00;16.00;35.00;3;5239BEGGG;7,90E+12;;;;;;;;;5239BEGGG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-bege-5239;;;Cor;Bege;Tamanho;"XG (50)";;;137.00;127.00;0.10;8.00;16.00;35.00;32;5239BEGXG;;;;;;;;;;5239BEGXG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-branco-5239;"Sutiã Básico Alças Reforçadas Duhellen Branco 5239";"Sutiãs > Básicos, Coleções > Basic, #DuhLovers > Andrea Maluxenas, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Lima, #DuhLovers > Katia Carvalho, #DuhLovers > Lara Cunha, 48 Horas\, 48 modelos por 48 reais";Cor;Branco;Tamanho;"P (42)";;;137.00;127.00;0.10;8.00;16.00;35.00;12;5239BCOP;7,90E+12;SIM;NÃO;;"Sutia Basico Alcas Reforcadas Duhellen Branco 5239";"Sutiã Básico Alças Reforçadas Duhellen Branco 5239";;"Duhellen Lingerie";SIM;5239BCOP;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-branco-5239;;;Cor;Branco;Tamanho;"M (44)";;;137.00;127.00;0.10;8.00;16.00;35.00;8;5239BCOM;7,90E+12;;;;;;;;;5239BCOM;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-branco-5239;;;Cor;Branco;Tamanho;"G (46)";;;137.00;127.00;0.10;8.00;16.00;35.00;1;5239BCOG;7,90E+12;;;;;;;;;5239BCOG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-branco-5239;;;Cor;Branco;Tamanho;"GG (48)";;;137.00;127.00;0.10;8.00;16.00;35.00;8;5239BCOGG;7,90E+12;;;;;;;;;5239BCOGG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-branco-5239;;;Cor;Branco;Tamanho;"XG (50)";;;137.00;127.00;0.10;8.00;16.00;35.00;28;5239BCOXG;;;;;;;;;;5239BCOXG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-preto-5239;"Sutiã Básico Alças Reforçadas Duhellen Preto 5239";"Sutiãs > Básicos, Coleções > Basic, #DuhLovers > Consultora Dai, #DuhLovers > Dra. Marianna Mármora, #DuhLovers > Gabi Lima, #DuhLovers > Kamila Smaili, #DuhLovers > Lara Cunha, #DuhLovers > Lais Crisostomo";Cor;Preto;Tamanho;"P (42)";;;137.00;127.00;0.10;8.00;16.00;35.00;25;5239PTOP;7,90E+12;SIM;NÃO;;"Sutia Basico Alcas Reforcadas Duhellen Preto 5239";"Sutiã Básico Alças Reforçadas Duhellen Preto 5239";;"Duhellen Lingerie";SIM;5239PTOP;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-preto-5239;;;Cor;Preto;Tamanho;"M (44)";;;137.00;127.00;0.10;8.00;16.00;35.00;31;5239PTOM;7,90E+12;;;;;;;;;5239PTOM;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-preto-5239;;;Cor;Preto;Tamanho;"G (46)";;;137.00;127.00;0.10;8.00;16.00;35.00;18;5239PTOG;7,90E+12;;;;;;;;;5239PTOG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-preto-5239;;;Cor;Preto;Tamanho;"GG (48)";;;137.00;127.00;0.10;8.00;16.00;35.00;6;5239PTOGG;7,90E+12;;;;;;;;;5239PTOGG;Feminino;Adulto;22.89
prod-sutia-basico-alcas-reforcadas-duhellen-preto-5239;;;Cor;Preto;Tamanho;"XG (50)";;;137.00;127.00;0.10;8.00;16.00;35.00;28;5239PTOXG;;;;;;;;;;5239PTOXG;Feminino;Adulto;22.89
prod-blusa-segunda-pele-com-bojo-duhellen-bege-6939;"Blusa Segunda Pele Com Bojo Duhellen Bege 6939";"Sutiãs, Croppeds > Segunda Pele, Coleções > Basic, #DuhLovers > Amanda Tayar, #DuhLovers > Andrea Maluxenas, #DuhLovers > Kamila Smaili, #DuhLovers > Katia Carvalho, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins";Cor;Bege;Tamanho;"P (42)";;;147.00;137.00;0.10;8.00;16.00;35.00;9;6939BEGP;;SIM;NÃO;;"Blusa Segunda Pele Com Bojo Duhellen Bege 6939";"Blusa Segunda Pele Com Bojo Duhellen Bege 6939";;"Duhellen Lingerie";SIM;6939BEGP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-bege-6939;;;Cor;Bege;Tamanho;"M (44)";;;147.00;137.00;0.10;8.00;16.00;35.00;11;6939BEGM;;;;;;;;;;6939BEGM;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-bege-6939;;;Cor;Bege;Tamanho;"G (46)";;;147.00;137.00;0.10;8.00;16.00;35.00;22;6939BEGG;;;;;;;;;;6939BEGG;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-bege-6939;;;Cor;Bege;Tamanho;"GG (48)";;;147.00;137.00;0.10;8.00;16.00;35.00;11;6939BEGP;;;;;;;;;;6939BEGP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-branco-6939;"Blusa Segunda Pele Com Bojo Duhellen Branco 6939";"Sutiãs, Croppeds > Segunda Pele, Coleções > Basic, #DuhLovers > Lais Crisostomo, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Sophia Marins";Cor;Branco;Tamanho;"P (42)";;;147.00;137.00;0.10;8.00;16.00;35.00;16;6939BCOP;;SIM;NÃO;;"Blusa Segunda Pele Com Bojo Duhellen Branco 6939";"Blusa Segunda Pele Com Bojo Duhellen Branco 6939";;"Duhellen Lingerie";SIM;6939BCOP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-branco-6939;;;Cor;Branco;Tamanho;"M (44)";;;147.00;137.00;0.10;8.00;16.00;35.00;9;6939BCOM;;;;;;;;;;6939BCOM;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-branco-6939;;;Cor;Branco;Tamanho;"G (46)";;;147.00;137.00;0.10;8.00;16.00;35.00;1;6939BCOG;;;;;;;;;;6939BCOG;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-branco-6939;;;Cor;Branco;Tamanho;"GG (48)";;;147.00;137.00;0.10;8.00;16.00;35.00;0;6939BCOP;;;;;;;;;;6939BCOP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-bordo-6939;"Blusa Segunda Pele Com Bojo Duhellen Bordô 6939";"Sutiãs > Sutiãs por 49 reais cada!, Croppeds > Segunda Pele, Coleções > Rouge, OUTLET > Croppeds, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;147.00;49.00;0.10;8.00;16.00;35.00;7;6939BORP;;SIM;NÃO;;"Blusa Segunda Pele Com Bojo Duhellen Bordo 6939";"Blusa Segunda Pele Com Bojo Duhellen Bordô 6939";;"Duhellen Lingerie";SIM;6939BORP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-preto-6939;"Blusa Segunda Pele Com Bojo Duhellen Preto 6939";"Sutiãs, Croppeds > Segunda Pele, Coleções > Basic, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Sophia Marins, #DuhLovers > Vittoria Dutra";Cor;Preto;Tamanho;"P (42)";;;147.00;137.00;0.10;8.00;16.00;35.00;12;6939PTOP;;SIM;NÃO;;"Blusa Segunda Pele Com Bojo Duhellen Preto 6939";"Blusa Segunda Pele Com Bojo Duhellen Preto 6939";;"Duhellen Lingerie";SIM;6939PTOP;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-preto-6939;;;Cor;Preto;Tamanho;"M (44)";;;147.00;137.00;0.10;8.00;16.00;35.00;0;6939PTOM;;;;;;;;;;6939PTOM;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-preto-6939;;;Cor;Preto;Tamanho;"G (46)";;;147.00;137.00;0.10;8.00;16.00;35.00;5;6939PTOG;;;;;;;;;;6939PTOG;Feminino;Adulto;30.00
prod-blusa-segunda-pele-com-bojo-duhellen-preto-6939;;;Cor;Preto;Tamanho;"GG (48)";;;147.00;137.00;0.10;8.00;16.00;35.00;26;6939PTOP;;;;;;;;;;6939PTOP;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-bege-6616;"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Bege 6616";;Cor;Bege;Tamanho;"P (42)";;;117.00;107.00;0.10;8.00;16.00;35.00;17;6616BEGP;7899990311561;SIM;NÃO;;"Sutia Cropped Segunda Pele C/ Bojo Duhellen Bege 6616";"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Bege 6616";;Duhellen;SIM;6616BEGP;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-bege-6616;;;Cor;Bege;Tamanho;"M (44)";;;117.00;107.00;0.10;8.00;16.00;35.00;13;6616BEGM;7899990311578;;;;;;;;;6616BEGM;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-bege-6616;;;Cor;Bege;Tamanho;"G (46)";;;117.00;107.00;0.10;8.00;16.00;35.00;2;6616BEGG;7899990311585;;;;;;;;;6616BEGG;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-bege-6616;;;Cor;Bege;Tamanho;"GG (48)";;;117.00;107.00;0.10;8.00;16.00;35.00;0;6616BEGGG;;;;;;;;;;;;;
prod-cropped-segunda-pele-com-bojo-duhellen-bordo-6616;"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Bordô 6616";;Cor;Bordô;Tamanho;"P (42)";;;117.00;107.00;0.10;8.00;16.00;35.00;9;6616BORP;7899990311592;SIM;NÃO;;"Sutia Cropped Segunda Pele C/ Bojo Duhellen Bordo 6616";"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Bordô 6616";;Duhellen;SIM;6616BORP;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-branco-6616;"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Branco 6616";;Cor;Branco;Tamanho;"P (42)";;;117.00;107.00;0.10;8.00;16.00;35.00;15;6616BCOP;7899990311622;SIM;NÃO;;"Sutia Cropped Segunda Pele C/ Bojo Duhellen Branco 6616";"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Branco 6616";;Duhellen;SIM;6616BCOP;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-branco-6616;;;Cor;Branco;Tamanho;"M (44)";;;117.00;107.00;0.10;8.00;16.00;35.00;0;6616BCOM;7899990311639;;;;;;;;;6616BCOM;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-branco-6616;;;Cor;Branco;Tamanho;"G (46)";;;117.00;107.00;0.10;8.00;16.00;35.00;1;6616BCOG;7899990311646;;;;;;;;;6616BCOG;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-branco-6616;;;Cor;Branco;Tamanho;"GG (48)";;;117.00;107.00;0.10;8.00;16.00;35.00;0;6616BCOGG;;;;;;;;;;;;;
prod-cropped-segunda-pele-com-bojo-duhellen-preto-6616;"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Preto 6616";;Cor;Preto;Tamanho;"P (42)";;;117.00;107.00;0.10;8.00;16.00;35.00;9;6616PTOP;7899990311653;SIM;NÃO;;"Sutia Cropped Segunda Pele C/ Bojo Duhellen Preto 6616";"Sutiã Cropped Segunda Pele C/ Bojo Duhellen Preto 6616";;Duhellen;SIM;6616PTOP;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-preto-6616;;;Cor;Preto;Tamanho;"M (44)";;;117.00;107.00;0.10;8.00;16.00;35.00;7;6616PTOM;7899990311660;;;;;;;;;6616PTOM;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-preto-6616;;;Cor;Preto;Tamanho;"G (46)";;;117.00;107.00;0.10;8.00;16.00;35.00;2;6616PTOG;7899990311677;;;;;;;;;6616PTOG;Feminino;Adulto;30.00
prod-cropped-segunda-pele-com-bojo-duhellen-preto-6616;;;Cor;Preto;Tamanho;"GG (48)";;;117.00;107.00;0.10;8.00;16.00;35.00;0;6616PTOGG;;;;;;;;;;;;;
prod-cropped-strappy-em-renda-com-bojo-duhellen-bege-6607;"Sutiã Cropped Strappy Renda C/ Bojo Duhellen Bege 6607";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Croppeds, OUTLET, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;5;6607BEGP;7,90E+12;SIM;NÃO;;"Sutia Cropped Strappy Renda C/ Bojo Duhellen Bege 6607";"Sutiã Cropped Strappy Renda C/ Bojo Duhellen Bege 6607";;"Duhellen Lingerie";SIM;6607BEGP;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-com-bojo-duhellen-preto-6607;"Sutiã Cropped Strappy Renda C/ Bojo Duhellen Preto 6607";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Croppeds, OUTLET > Croppeds, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;3;6607PTOP;7,90E+12;SIM;NÃO;;"Sutia Cropped Strappy Renda C/ Bojo Duhellen Preto 6607";"Sutiã Cropped Strappy Renda C/ Bojo Duhellen Preto 6607";;"Duhellen Lingerie";SIM;6607PTOP;Feminino;Adulto;30.00
prod-sutia-basico-reforcado-sem-bojo-e-sem-aro-duhellen-bege-5126;"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Bege 5126";"Sutiãs > Básicos, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bege;Tamanho;"M (44)";;;119.00;49.00;0.06;5.00;15.00;15.00;1;5126BEGM;7,90E+12;SIM;NÃO;;"Sutia Basico Reforcado Sem Bojo e Sem Aro Duhellen Bege 5126";"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Bege 5126";;"Duhellen Lingerie";SIM;5126BEGM;Feminino;Adulto;30.00
prod-sutia-basico-reforcado-sem-bojo-e-sem-aro-duhellen-branco-5126;"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Branco 5126";"Sutiãs > Básicos, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Branco;Tamanho;"P (42)";;;119.00;49.00;0.06;5.00;15.00;15.00;10;5126BCOP;7,90E+12;SIM;NÃO;;"Sutia Basico Reforcado Sem Bojo e Sem Aro Duhellen Branco 5126";"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Branco 5126";;"Duhellen Lingerie";SIM;5126BCOP;Feminino;Adulto;30.00
prod-sutia-basico-reforcado-sem-bojo-e-sem-aro-duhellen-preto-5126;"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Preto 5126";"Sutiãs > Básicos, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"M (44)";;;119.00;49.00;0.06;5.00;15.00;15.00;1;5126PTOM;7,90E+12;SIM;NÃO;;"Sutia Basico Reforcado Sem Bojo e Sem Aro Duhellen Preto 5126";"Sutiã Básico Reforçado Sem Bojo e Sem Aro Duhellen Preto 5126";;"Duhellen Lingerie";SIM;5126PTOM;Feminino;Adulto;30.00
prod-sutia-basico-reforcado-sem-bojo-e-sem-aro-duhellen-preto-5126;;;Cor;Preto;Tamanho;"G (46)";;;119.00;49.00;0.06;5.00;15.00;15.00;5;5126PTOG;7,90E+12;;;;;;;;;5126PTOG;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-bege-3588;"Sutiã Strappy Em Renda Sem Bojo Duhellen Bege 3588";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bege;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;10;3588BEGP;7,90E+12;SIM;NÃO;;"Sutia Strappy Em Renda Sem Bojo Duhellen Bege 3588";"Sutiã Strappy Em Renda Sem Bojo Duhellen Bege 3588";;"Duhellen Lingerie";SIM;3588BEGP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-bege-3588;;;Cor;Bege;Tamanho;"M (44)";;;109.00;49.00;0.06;5.00;15.00;15.00;16;3588BEGM;7,90E+12;;;;;;;;;3588BEGM;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-bege-3588;;;Cor;Bege;Tamanho;"GG (48)";;;109.00;49.00;0.06;5.00;15.00;15.00;1;3588BEGGG;7,90E+12;;;;;;;;;3588BEGGG;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-bordo-3588;"Sutiã Strappy Em Renda Sem Bojo Duhellen Bordô 3588";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;12;3588BORP;7,90E+12;SIM;NÃO;;"Sutia Strappy Em Renda Sem Bojo Duhellen Bordo 3588";"Sutiã Strappy Em Renda Sem Bojo Duhellen Bordô 3588";;"Duhellen Lingerie";SIM;3588BORP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-bordo-3588;;;Cor;Bordô;Tamanho;"G (46)";;;109.00;49.00;0.06;5.00;15.00;15.00;5;3588BORG;7,90E+12;;;;;;;;;3588BORG;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-branco-3588;"Sutiã Strappy Em Renda Sem Bojo Duhellen Branco 3588";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Branco;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;2;3588BCOP;7,90E+12;SIM;NÃO;;"Sutia Strappy Em Renda Sem Bojo Duhellen Branco 3588";"Sutiã Strappy Em Renda Sem Bojo Duhellen Branco 3588";;"Duhellen Lingerie";SIM;3588BCOP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-branco-3588;;;Cor;Branco;Tamanho;"G (46)";;;109.00;49.00;0.06;5.00;15.00;15.00;1;3588BCOG;7,90E+12;;;;;;;;;3588BCOG;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-sem-bojo-duhellen-preto-3588;"Sutiã Strappy Em Renda Sem Bojo Duhellen Preto 3588";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;6;3588PTOP;;SIM;NÃO;;"Sutia Strappy Em Renda Sem Bojo Duhellen Preto 3588";"Sutiã Strappy Em Renda Sem Bojo Duhellen Preto 3588";;"Duhellen Lingerie";SIM;3588PTOP;Feminino;Adulto;30.00
prod-sutia-em-renda-larga-sem-bojo-duhellen-bege-6608;"Sutiã Em Renda Larga Sem Bojo Duhellen Bege 6608";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;6;6608BEGP;;SIM;NÃO;;"Sutia Em Renda Larga Sem Bojo Duhellen Bege 6608";"Sutiã Em Renda Larga Sem Bojo Duhellen Bege 6608";"Explore o conforto do Sutiã em renda sem bojo, com alças largas para elegância diária. Sem aro, ideal para sobreposição. Adquira sofisticação e conforto agora!";"Duhellen Lingerie";SIM;6608BEGP;Feminino;Adulto;30.00
prod-sutia-em-renda-larga-sem-bojo-duhellen-bordo-6608;"Sutiã Em Renda Larga Sem Bojo Duhellen Bordô 6608";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;6;6608BORP;;SIM;NÃO;;"Sutia Em Renda Larga Sem Bojo Duhellen Bordo 6608";"Sutiã Em Renda Larga Sem Bojo Duhellen Bordô 6608";"Explore o conforto do Sutiã em renda sem bojo, com alças largas para elegância diária. Sem aro, ideal para sobreposição. Adquira sofisticação e conforto agora!";"Duhellen Lingerie";SIM;6608BORP;Feminino;Adulto;30.00
