"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
prod-cropped-strappy-em-renda-sem-bojo-duhellen-bege-6606;"Sutiã Cropped Strappy Renda S/ Bojo Duhellen Bege 6606";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Croppeds, OUTLET > Croppeds, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bege;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;2;6606BEGP;7,90E+12;SIM;NÃO;;"Sutia Cropped Strappy Renda S/ Bojo Duhellen Bege 6606";"Sutiã Cropped Strappy Renda S/ Bojo Duhellen Bege 6606";;"Duhellen Lingerie";SIM;6606BEGP;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-sem-bojo-duhellen-bege-6606;;;Cor;Bege;Tamanho;"M (44)";;;109.00;49.00;0.06;5.00;15.00;15.00;2;6606BEGM;7,90E+12;;;;;;;;;6606BEGM;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-sem-bojo-duhellen-bege-6606;;;Cor;Bege;Tamanho;"G (46)";;;109.00;49.00;0.06;5.00;15.00;15.00;2;6606BEGG;7,90E+12;;;;;;;;;6606BEGG;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-sem-bojo-duhellen-bege-6606;;;Cor;Bege;Tamanho;"GG (48)";;;109.00;49.00;0.06;5.00;15.00;15.00;2;6606BEGGG;7,90E+12;;;;;;;;;6606BEGGG;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-sem-bojo-duhellen-branco-6606;"Cropped Strappy Em Renda Sem Bojo Duhellen Branco 6606";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Croppeds, OUTLET > Croppeds, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Branco;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;1;6606BCOP;7,90E+12;SIM;NÃO;;"Cropped Strappy Em Renda Sem Bojo Duhellen Branco 6606";"Cropped Strappy Em Renda Sem Bojo Duhellen Branco 6606";;"Duhellen Lingerie";SIM;6606BCOP;Feminino;Adulto;30.00
prod-cropped-strappy-em-renda-sem-bojo-duhellen-bordo-6606;"Cropped Strappy Em Renda Sem Bojo Duhellen Bordô 6606";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sem Bojo, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Croppeds, Coleções > Rouge, OUTLET > Croppeds, #DuhLovers > Jéssica Gomes, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bordô;Tamanho;"P (42)";;;109.00;49.00;0.06;5.00;15.00;15.00;1;6606BORP;7,90E+12;SIM;NÃO;;"Cropped Strappy Em Renda Sem Bojo Duhellen Bordo 6606";"Cropped Strappy Em Renda Sem Bojo Duhellen Bordô 6606";;"Duhellen Lingerie";SIM;6606BORP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-com-bojo-duhellen-bege-6603;"Sutiã Strappy Em Renda Com Bojo Duhellen Bege 6603";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;5;6603BEGP;7,90E+12;SIM;NÃO;;"Sutia Strappy Em Renda Com Bojo Duhellen Bege 6603";"Sutiã Strappy Em Renda Com Bojo Duhellen Bege 6603";"Garanta conforto e estilo com nosso Sutiã Strappy em renda com bojo Duhellen 6603. Uma escolha perfeita para elevar sua moda íntima. Adquira já para uma experiência única!";"Duhellen Lingerie";SIM;6603BEGP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-com-bojo-duhellen-bordo-6603;"Sutiã Strappy Em Renda Com Bojo Duhellen Bordô 6603";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Strappy, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bordô;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;5;6603BORP;7,90E+12;SIM;NÃO;;"Sutia Strappy Em Renda Com Bojo Duhellen Bordo 6603";"Sutiã Strappy Em Renda Com Bojo Duhellen Bordô 6603";"Garanta conforto e estilo com nosso Sutiã Strappy em renda com bojo Duhellen 6603. Uma escolha perfeita para elevar sua moda íntima. Adquira já para uma experiência única!";"Duhellen Lingerie";SIM;6603BORP;Feminino;Adulto;30.00
prod-sutia-strappy-em-renda-com-bojo-duhellen-bordo-6603;;;Cor;Bordô;Tamanho;"M (44)";;;109.00;49.00;0.10;8.00;16.00;35.00;1;6603BORM;7,90E+12;;;;;;;;;6603BORM;Feminino;Adulto;30.00
prod-sutia-em-renda-larga-com-bojo-triangular-duhellen-bege-6597;"Sutiã Em Renda Larga Com Bojo Triangular Duhellen Bege 6597";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;119.00;49.00;0.10;8.00;16.00;35.00;8;6597BEGP;7,90E+12;SIM;NÃO;;"Sutia Em Renda Larga Com Bojo Triangular Duhellen Bege 6597";"Sutiã Em Renda Larga Com Bojo Triangular Duhellen Bege 6597";;"Duhellen Lingerie";SIM;6597BEGP;Feminino;Adulto;30.00
prod-sutia-em-renda-larga-com-bojo-triangular-duhellen-bordo-6597;"Sutiã Em Renda Larga Com Bojo Triangular Duhellen Bordô 6597";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;119.00;49.00;0.10;8.00;16.00;35.00;11;6597BORP;7,90E+12;SIM;NÃO;;"Sutia Em Renda Larga Com Bojo Triangular Duhellen Bordo 6597";"Sutiã Em Renda Larga Com Bojo Triangular Duhellen Bordô 6597";;"Duhellen Lingerie";SIM;6597BORP;Feminino;Adulto;30.00
prod-sutia-em-renda-larga-com-bojo-triangular-duhellen-branco-6597;"Sutiã Em Renda Larga Bojo Triangular Duhellen Branco 6597";"Sutiãs > Rendados, Sutiãs > Sem Aro, Sutiãs > Sutiãs por 49 reais cada!, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Branco;Tamanho;"P (42)";;;119.00;49.00;0.10;8.00;16.00;35.00;1;6597BCOP;7,90E+12;SIM;NÃO;;"Sutia Em Renda Larga Bojo Triangular Duhellen Branco 6597";"Sutiã Em Renda Larga Bojo Triangular Duhellen Branco 6597";;"Duhellen Lingerie";SIM;6597BCOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bege-5102;"Sutiã Rendado Com Base Em Espuma Duhellen Bege 5102";"Sutiãs > Base em Espuma, Sutiãs > Rendados, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;119.00;79.00;0.10;8.00;16.00;35.00;16;5102BEGP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Base Em Espuma Duhellen Bege 5102";"Sutiã Rendado Com Base Em Espuma Duhellen Bege 5102";;"Duhellen Lingerie";SIM;5102BEGP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bege-5102;;;Cor;Bege;Tamanho;"M (44)";;;119.00;79.00;0.10;8.00;16.00;35.00;21;5102BEGM;7,90E+12;;;;;;;;;5102BEGM;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bege-5102;;;Cor;Bege;Tamanho;"G (46)";;;119.00;79.00;0.10;8.00;16.00;35.00;6;5102BEGG;7,90E+12;;;;;;;;;5102BEGG;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bege-5102;;;Cor;Bege;Tamanho;"GG (48)";;;119.00;79.00;0.10;8.00;16.00;35.00;10;5102BEGGG;7,90E+12;;;;;;;;;5102BEGGG;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bege-5102;;;Cor;Bege;Tamanho;"XG (50)";;;119.00;79.00;0.10;8.00;16.00;35.00;5;5102BEGXG;7,90E+12;;;;;;;;;5102BEGXG;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-branco-5102;"Sutiã Rendado Com Base Em Espuma Duhellen Branco 5102";"Sutiãs > Base em Espuma, Sutiãs > Rendados, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Marina Batista, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Branco;Tamanho;"P (42)";;;119.00;79.00;0.10;8.00;16.00;35.00;8;5102BCOP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Base Em Espuma Duhellen Branco 5102";"Sutiã Rendado Com Base Em Espuma Duhellen Branco 5102";;"Duhellen Lingerie";SIM;5102BCOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bordo-5102;"Sutiã Rendado Com Base Em Espuma Duhellen Bordô 5102";"Sutiãs > Base em Espuma, Sutiãs > Rendados, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;119.00;49.00;0.10;8.00;16.00;35.00;5;5102BORP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Base Em Espuma Duhellen Bordo 5102";"Sutiã Rendado Com Base Em Espuma Duhellen Bordô 5102";;"Duhellen Lingerie";SIM;5102BORP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bordo-5102;;;Cor;Bordô;Tamanho;"M (44)";;;119.00;49.00;0.10;8.00;16.00;35.00;1;5102BORM;7,90E+12;;;;;;;;;5102BORM;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-preto-5102;"Sutiã Rendado Com Base Em Espuma Duhellen Preto 5102";"Sutiãs > Base em Espuma, Sutiãs > Rendados, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Preto;Tamanho;"P (42)";;;119.00;79.00;0.10;8.00;16.00;35.00;12;5102PTOP;;SIM;NÃO;;"Sutia Rendado Com Base Em Espuma Duhellen Preto 5102";"Sutiã Rendado Com Base Em Espuma Duhellen Preto 5102";;"Duhellen Lingerie";SIM;5102PTOP;Feminino;Adulto;30.00
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-bege-5381;"Sutiã Multifuncional Decote Profundo Duhellen Bege 5381";"Sutiãs > Básicos, Sutiãs > Decote Profundo, Sutiãs > Multifuncional, Sutiãs > Nadador, Coleções > Basic, #DuhLovers > Amanda Tayar, #DuhLovers > Andrea Maluxenas, #DuhLovers > Katia Carvalho, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, #DuhLovers > Vittoria Dutra";Cor;Bege;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;4;5381BEGP;7,90E+12;SIM;NÃO;;"Sutia Multifuncional Decote Profundo Duhellen Bege 5381";"Sutiã Multifuncional Decote Profundo Duhellen Bege 5381";;"Duhellen Lingerie";SIM;5381BEGP;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-bege-5381;;;Cor;Bege;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;9;5381BEGM;7,90E+12;;;;;;;;;5381BEGM;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-bege-5381;;;Cor;Bege;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;4;5381BEGG;7,90E+12;;;;;;;;;5381BEGG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-bege-5381;;;Cor;Bege;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;1;5381BEGGG;7,90E+12;;;;;;;;;5381BEGGG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-branco-5381;"Sutiã Multifuncional Decote Profundo Duhellen Branco 5381";"Sutiãs > Básicos, Sutiãs > Decote Profundo, Sutiãs > Multifuncional, Sutiãs > Nadador, Coleções > Basic, #DuhLovers > Lais Crisostomo, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Sophia Marins";Cor;Branco;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;11;5381BCOP;7,90E+12;SIM;NÃO;;"Sutia Multifuncional Decote Profundo Duhellen Branco 5381";"Sutiã Multifuncional Decote Profundo Duhellen Branco 5381";;"Duhellen Lingerie";SIM;5381BCOP;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-branco-5381;;;Cor;Branco;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;8;5381BCOM;7,90E+12;;;;;;;;;5381BCOM;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-branco-5381;;;Cor;Branco;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;8;5381BCOG;7,90E+12;;;;;;;;;5381BCOG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-branco-5381;;;Cor;Branco;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;0;5381BCOGG;7,90E+12;;;;;;;;;5381BCOGG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-preto-5381;"Sutiã Multifuncional Decote Profundo Duhellen Preto 5381";"Sutiãs > Básicos, Sutiãs > Decote Profundo, Sutiãs > Multifuncional, Sutiãs > Nadador, Coleções > Basic, #DuhLovers > Dra. Marianna Mármora, #DuhLovers > Kamila Smaili, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins";Cor;Preto;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;14;5381PTOP;7,90E+12;SIM;NÃO;;"Sutia Multifuncional Decote Profundo Duhellen Preto 5381";"Sutiã Multifuncional Decote Profundo Duhellen Preto 5381";;"Duhellen Lingerie";SIM;5381PTOP;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-preto-5381;;;Cor;Preto;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;2;5381PTOM;7,90E+12;;;;;;;;;5381PTOM;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-preto-5381;;;Cor;Preto;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;8;5381PTOG;7,90E+12;;;;;;;;;5381PTOG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-preto-5381;;;Cor;Preto;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;1;5381PTOGG;7,90E+12;;;;;;;;;5381PTOGG;Feminino;Adulto;22.98
prod-sutia-multifuncional-decote-profundo-em-u-duhellen-bordo-5381;"Sutiã Multifuncional Decote Profundo Em U Duhellen Bordô 5381";"Sutiãs > Básicos, Sutiãs > Decote Profundo, Sutiãs > Nadador, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Larissa Caetano, #DuhLovers > Nayane Alcantara, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Bordô;Tamanho;"P (42)";;;138.00;49.00;0.10;8.00;16.00;35.00;1;5381BORP;;SIM;NÃO;;"Sutia Multifuncional Decote Profundo Em U Duhellen Bordo 5381";"Sutiã Multifuncional Decote Profundo Em U Duhellen Bordô 5381";;"Duhellen Lingerie";SIM;5381BORP;Feminino;Adulto;22.98
prod-sutia-rendado-com-bojo-triangular-duhellen-branco-53951;"Sutiã Rendado Com Bojo Triangular Duhellen Branco 5395";"Sutiãs > Rendados, #DuhLovers > Consultora Dai, #DuhLovers > Jéssica Gomes, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Branco;Tamanho;"P (42)";;;149.00;79.00;0.10;8.00;16.00;35.00;13;5395BCOP;;SIM;NÃO;;"Sutia Rendado Com Bojo Triangular Duhellen Branco 5395";"Sutiã Rendado Com Bojo Triangular Duhellen Branco 5395";;"Duhellen Lingerie";SIM;5395BCOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-branco-53951;;;Cor;Branco;Tamanho;"EG (52)";;;149.00;79.00;0.10;8.00;16.00;35.00;18;5395BCOEG;;;;;;;;;;5395BCOEG;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-bordo-53951;"Sutiã Rendado Com Bojo Triangular Duhellen Bordô 5395";"Sutiãs > Rendados, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Consultora Dai, #DuhLovers > Jéssica Gomes, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;149.00;49.00;0.10;8.00;16.00;35.00;22;5395BORP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Bojo Triangular Duhellen Bordo 5395";"Sutiã Rendado Com Bojo Triangular Duhellen Bordô 5395";;"Duhellen Lingerie";SIM;5395BORP;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-bordo-53951;;;Cor;Bordô;Tamanho;"EG (52)";;;149.00;49.00;0.10;8.00;16.00;35.00;36;5395BOREG;7,90E+12;;;;;;;;;5395BOREG;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-preto-5395;"Sutiã Rendado Com Bojo Triangular Duhellen Preto 5395";"Sutiãs > Rendados, #DuhLovers > Consultora Dai, #DuhLovers > Jéssica Gomes, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Preto;Tamanho;"P (42)";;;149.00;79.00;0.10;8.00;16.00;35.00;18;5395PTOP;;SIM;NÃO;;"Sutia Rendado Com Bojo Triangular Duhellen Preto 5395";"Sutiã Rendado Com Bojo Triangular Duhellen Preto 5395";;"Duhellen Lingerie";SIM;5395PTOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-preto-5395;;;Cor;Preto;Tamanho;"XG (50)";;;149.00;79.00;0.10;8.00;16.00;35.00;7;5395PTOXG;;;;;;;;;;5395PTOXG;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-preto-5395;;;Cor;Preto;Tamanho;"EG (52)";;;149.00;79.00;0.10;8.00;16.00;35.00;3;5395PTOEG;;;;;;;;;;5395PTOEG;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-bege-5395;"Sutiã Rendado Com Bojo Triangular Duhellen Bege 5395";"Sutiãs > Rendados, #DuhLovers > Consultora Dai, #DuhLovers > Jéssica Gomes, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bege;Tamanho;"P (42)";;;149.00;79.00;0.10;8.00;16.00;35.00;24;5395BEGP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Bojo Triangular Duhellen Bege 5395";"Sutiã Rendado Com Bojo Triangular Duhellen Bege 5395";;"Duhellen Lingerie";SIM;5395BEGP;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-triangular-duhellen-bege-5395;;;Cor;Bege;Tamanho;"M (44)";;;149.00;79.00;0.10;8.00;16.00;35.00;39;5395BEGM;7,90E+12;;;;;;;;;5395BEGM;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-e-alcas-multifuncionais-removiveis-duhellen-preto-5269;"Sutiã Rendado Com Alças Multifuncionais Duhellen Preto 5269";"Sutiãs > Tomara Que Caia, Sutiãs > Multifuncional, Sutiãs > Rendados, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Jéssica Gomes, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"P (42)";;;109.00;79.00;0.10;8.00;16.00;35.00;24;5269PTOP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Alcas Multifuncionais Duhellen Preto 5269";"Sutiã Rendado Com Alças Multifuncionais Duhellen Preto 5269";;"Duhellen Lingerie";SIM;5269PTOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-bojo-e-alcas-multifuncionais-removiveis-duhellen-bordo-5269;"Sutiã Rendado Com Alças Multifuncionais Duhellen Bordô 5269";"Sutiãs > Tomara Que Caia, Sutiãs > Multifuncional, Sutiãs > Nadador, Sutiãs > Rendados, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Jéssica Gomes, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;7;5269BORP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Alcas Multifuncionais Duhellen Bordo 5269";"Sutiã Rendado Com Alças Multifuncionais Duhellen Bordô 5269";;"Duhellen Lingerie";SIM;5269BORP;Feminino;Adulto;30.00
sutia-basico-com-bojo-e-alcas-removiveis-duhellen-preto-5195;"Sutiã Básico Com Bojo E Alças Removíveis Duhellen Preto 5195";"Sutiãs > Tomara Que Caia, Sutiãs > Básicos, Sutiãs > Multifuncional, Sutiãs > Nadador, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Basic, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;9;5195PTOP;7,90E+12;SIM;NÃO;;"Sutia Basico Com Bojo E Alcas Removiveis Duhellen Preto 5195";"Sutiã Básico Com Bojo E Alças Removíveis Duhellen Preto 5195";;"Duhellen Lingerie";SIM;5195PTOP;Feminino;Adulto;30.00
sutia-basico-com-bojo-e-alcas-removiveis-duhellen-branco-5195;"Sutiã Básico Com Bojo E Alças Removíveis Duhellen Branco 5195";"Sutiãs > Tomara Que Caia, Sutiãs > Básicos, Sutiãs > Multifuncional, Sutiãs > Nadador, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Basic, OUTLET > Sutiãs, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Branco;Tamanho;"P (42)";;;109.00;49.00;0.10;8.00;16.00;35.00;6;5195BCOP;7,90E+12;SIM;NÃO;;"Sutia Basico Com Bojo E Alcas Removiveis Duhellen Branco 5195";"Sutiã Básico Com Bojo E Alças Removíveis Duhellen Branco 5195";;"Duhellen Lingerie";SIM;5195BCOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-preto-5912;"Sutiã Rendado Com Base em Espuma Duhellen Preto 5912";"Sutiãs > Base em Espuma, Sutiãs > Rendados, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Preto;Tamanho;"P (42)";;;119.00;79.00;0.10;8.00;16.00;35.00;5;5912PTOP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Base em Espuma Duhellen Preto 5912";"Sutiã Rendado Com Base em Espuma Duhellen Preto 5912";;"Duhellen Lingerie";SIM;5912PTOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-preto-5912;;;Cor;Preto;Tamanho;"M (44)";;;119.00;79.00;0.10;8.00;16.00;35.00;2;5912PTOM;7,90E+12;;;;;;;;;5912PTOM;Feminino;Adulto;30.00
